Evaluator,Reviewer 1,Reviewer 2,id,viewcount,title,body,tags,answercount,url,Irrelevant,Category,Main Problem
M,Seba,,19807696,29928,How to use @value tag in javadoc?,"<p>I am using a class with private constructor instead of an enum (this is a requirement). And now I am trying to add javadoc tags to document each <code>public static final</code> entity.</p>

<p>1) What is prefered place to put javadoc tags: like <code>ob1</code> or <code>ob2</code>?</p>

<p>2) Both options generate error in IDEA 
<code>@value tag must reference field with a constant intializer.</code></p>

<pre><code>/**
 * {@value #ob1} object1 description
 */

public class MyClass {
 public static final Object ob1 = new Object();

 /**
 * {@value #ob2} object2 description
 */ 
 public static final Object ob2 = new Object();

 private MyClass() {} 
}
</code></pre>",java intellij-idea documentation javadoc,2,https://stackoverflow.com/questions/19807696,,Implementation Strategies,Tool | Using feature | Add tags
M,Seba,,7257281,12806,Using doxygen to create documentation for existing C# code with XML comments,"<p>I've read <em>everywhere</em> that doxygen is the way to go for generating documentation for C# code. I've got a single interface that I want to document first (baby steps), and it already has the XML comments (///) present.</p>

<p>Because of the vast number of posts and information available (including doxygen.org) that say these comments are already supported, I'm surprised that when I run doxywizard, I get errors like ""warning: Compound Company::Product::MyInterface is not documented"".</p>

<p>This leads me to believe that I have somehow misunderstood XML documentation (hopefully not, according to <a href=""http://msdn.microsoft.com/en-us/library/b2s063f7.aspx"" rel=""noreferrer"">MSDN</a> I am talking about the right thing), or I have misconfigured doxywizard.</p>

<p>I first ran doxywizard via the Wizard tab, and specified that I want to support C#/Java. When I run it, my HTML page is blank, presumably because of the previously-mentioned warnings. I then tried specifying a single file via the Expert tab and ran again -- same behavior.</p>

<p>Can anyone tell me what switch or setting I'm missing to get doxygen to generate the HTML?</p>

<p>Here's an example of what a documented property/method looks like in my interface:</p>

<pre><code>/// &lt;summary&gt;
/// Retrieve the version of the device
/// &lt;/summary&gt;
String Version { get; }

/// &lt;summary&gt;
/// Does something cool or really cool
/// &lt;/summary&gt;
/// &lt;param name=""thing""&gt;0 = something cool, 1 = something really cool&lt;/param&gt;
void DoSomething( Int32 thing);
</code></pre>

<p>I do have a comment above the interface, like this:</p>

<pre><code>/// &lt;summary&gt;
/// MyInterface
/// &lt;/summary&gt;
public interface MyInterface {...}
</code></pre>",c# documentation doxygen xml-documentation,1,https://stackoverflow.com/questions/7257281,,Implementation Strategies,Tools | Support | Using Feature
M,Seba,,379346,10865,What are these tags @ivar @param and @type in python docstring?,"<p>The ampoule project uses some tags in docstring, like the javadoc ones. </p>

<p>For example from <a href=""http://bazaar.launchpad.net/~dialtone/ampoule/main/annotate/26?file_id=pool.py-20080501191749-jqawtxogk4i0quu3-12"" rel=""noreferrer"">pool.py</a> line 86:</p>

<pre><code>def start(self, ampChild=None):
 """"""
 Starts the ProcessPool with a given child protocol.

 @param ampChild: a L{ampoule.child.AMPChild} subclass.
 @type ampChild: L{ampoule.child.AMPChild} subclass
 """"""
</code></pre>

<p>What are these tags, which tool uses it.</p>",python documentation javadoc,2,https://stackoverflow.com/questions/379346,,Background Information,Language | Understand tags
M,Seba,,858579,10148,How to generate Microsoft Word documents using Sphinx,"<p>Sphinx supports a few output formats:</p>

<ul>
<li>Multiple HTML files (with <code>html</code> or <code>dirhtml</code>)</li>
<li>Latex which is useful for creating <code>.pdf</code> or <code>.ps</code> </li>
<li>text</li>
</ul>

<p>How can I obtain output in a Microsoft Word file instead?</p>

<p>With another doc generator I managed to generate a single html output file and then convert it to Microsoft Word format using the Word application.</p>

<p>Unfortunately I don't know a way to generate either Word or the HTML single-page format.</p>",documentation ms-word python-sphinx,8,https://stackoverflow.com/questions/858579,1,,
M,Seba,,32029945,9751,How do I set the language for the Android developer website?,"<p>When I attempt to navigate to the Android developer website, I am redirected to a version of it much of which is in Chinese. For instance, if I try to navigate to:</p>

<pre><code>developer.android.com
</code></pre>

<p>I am redirected to:</p>

<pre><code>http://developer.android.com/intl/zh-cn/index.html
</code></pre>

<p>I want the English language site. In some cases, I've had to have web pages translated from Chinese. What am I doing wrong? How can I suppress this behavior?</p>",android documentation,5,https://stackoverflow.com/questions/32029945,1,,
M,Seba,,7250659,8887,How to use Python to programmatically generate part of Sphinx documentation,"<p>I am using <a href=""http://sphinx.pocoo.org/index.html"" rel=""nofollow noreferrer"">Sphinx</a> to generate the documentation for a project of mine. </p>

<p>In this project, I describe a list of available commands in a <a href=""http://yaml.org"" rel=""nofollow noreferrer"">yaml</a> file which, once loaded, results in a dictionary in the form <code>{command-name : command-description}</code> for example:</p>

<pre><code>commands = {""copy"" : ""Copy the highlighted text in the clipboard"",
 ""paste"" : ""Paste the clipboard text to cursor location"",
 ...}
</code></pre>

<p>What I would like to know, is <strong>if there is a method in sphinx to load the yaml file during the <code>make html</code> cycle, translate the python dictionary in some <em>reStructuredText</em> format (e.g. a <a href=""http://docutils.sourceforge.net/docs/user/rst/quickref.html#definition-lists"" rel=""nofollow noreferrer"">definition list</a>) and include in my html output.</strong></p>

<p>I would expect my <code>.rst</code> file to look like:</p>

<pre><code>Available commands
==================
The commands available in bla-bla-bla...

.. magic-directive-that-execute-python-code::
 :maybe python code or name of python file here:
</code></pre>

<p>and to be converted internally to:</p>

<pre><code>Available commands
==================
The commands available in bla-bla-bla...

copy
 Copy the highlighted text in the clipboard

paste
 Paste the clipboard text to cursor location
</code></pre>

<p>before being translated to HTML.</p>",python documentation python-sphinx restructuredtext,6,https://stackoverflow.com/questions/7250659,1,,
M,Seba,,16602883,8493,iOS CommonCrypto reference,"<p>I'm trying to find some sort of reference for the Apple's CommonCrypto library, because apparently Apple doesn't have any obvious link for that, and the ones given by Google are outdated, like this one below: </p>

<p><a href=""https://developer.apple.com/legacy/library/documentation/Darwin/Reference/ManPages/man3/Common%20Crypto.3cc.html"" rel=""nofollow noreferrer"">https://developer.apple.com/legacy/library/documentation/Darwin/Reference/ManPages/man3/Common%20Crypto.3cc.html</a></p>

<p>Any hints on this? Is there a better library I could use to develop an app with lots of cryptographic features?</p>

<p>Thanks.</p>",ios documentation cryptography commoncrypto,2,https://stackoverflow.com/questions/16602883,1,,
M,Seba,,3493761,8060,Descriptions of error codes returned by regsvr32,"<p>Where can I find documentation that describes the meaning of error codes returned by regsvr32, such as 0x80070716?</p>",documentation error-code regsvr32,2,https://stackoverflow.com/questions/3493761,1,,
M,Seba,,12172882,5917,Java TA-Lib Documentation,"<p>I was looking for a documentation on <a href=""http://www.ta-lib.org/index.html"" rel=""noreferrer"">TA-Lib</a> in Java. I have found the <a href=""http://www.ta-lib.org/function.html"" rel=""noreferrer"">page</a> containing the list of available functions, and found <a href=""http://tadoc.org/"" rel=""noreferrer"">this</a>.</p>

<p>I see <a href=""http://tadoc.org/"" rel=""noreferrer"">TADOCS</a> provided the algorithms on some of the functions. However I was not able to understand the required parameters for the function, it does seemed to be mentioned. Is there anywhere where I could find it ? </p>

<p>Specifically, I was looking more for </p>

<pre><code>LINEARREG Linear Regression
</code></pre>

<p>Eclipse specifies linear regression as : </p>

<pre><code>linearReg(startIdx, endIdx, inReal, optInTimePeriod, outBegIdx, outNBElement, outReal)
</code></pre>

<p>Is there anywhere I could refer to ?</p>

<p><strong>EDITED</strong></p>

<p>The other thing I am unclear is how do I specify the values of <code>TA_INTEGER_DEFAULT</code> or <code>TA_REAL_DEFAULT</code> if they are not used ?
I see this in the <a href=""http://www.ta-lib.org/d_api/d_api.html"" rel=""noreferrer"">c++ docs</a></p>

<p><code>If you do not care about a particular optIn just specify TA_INTEGER_DEFAULT or TA_REAL_DEFAULT (depending of the type).</code></p>",java documentation,2,https://stackoverflow.com/questions/12172882,1,,
M,Seba,,21169844,2609,What is a popular JavaDoc practice for ASCII-art documentation?,"<p>I'm working on a project written in Java, designed to transmit data via a messaging system that strictly defines the bit position of the messages fields. This means we have an entire library of dictionary classes designed to bit-shift object input data to/from the message binary representation. This library is reasonably large, and because the protocol is still young, has the tendency to be tweaked and changed every year or so.</p>

<p>The JavaDoc for this library provides ASCII art tables and diagrams that explain what a particular method expects as input (or output). These tables are exceedingly important because finding the documentation and verifying that the method actually does what the document says can be time consuming a prone to error. Following a single, simple ASCII-representation of the bit shifting makes this a lot easier.</p>

<p>I have a coworker who insists that ASCII art does not belong in JavaDoc (even with tags), and furthermore that we configure Eclipse to automatically format the code on save. He offers two options to reformat the documentation: </p>

<ol>
<li>Embed an image.</li>
<li>Use an HTML table.</li>
</ol>

<p>The image would be okay, except Eclipse doesn't render SVG images. It is completely unacceptable to me that we maintain an SVG image and then export the image as PNG to our documentation repo, and then link the PNG with HTML. The amount of maintenance involved in that scenario seems completely crazy. Who is responsible for making sure all the PNG, SVG, and code are synchronized?? Furthermore, obviously, the data won't be readable without the image.</p>

<p>The HTML table option is bad for two reasons. First, the Eclipse formatter puts <em>each tag and value on it's own line</em>, which means every single value takes up three lines. It leaves huge gaps in the source code, and is completely unreadable without rendering the HTML. To make matters worse, some of our tables are complex, and troubleshooting HTML tables is not my idea of a responsible thing to require of developers who already resist creating documentation.</p>

<p>So if my coworker is right about ""java people"" not using ASCII diagrams for documentation, what is a standard, industry practice, that gives us a method for preserving these diagrams? How does this method benefit over using tags with ASCII diagrams? Bonus points if you can answer why JavaDoc hasn't evolved to provide readable markup, instead of relying on HTML.</p>

<hr>

<p><strong>Edit</strong>: I just found <a href=""https://code.google.com/p/markdown-doclet/"" rel=""noreferrer"">markdown-doclet</a>. I don't know if this will be an acceptable compromise or not. Maybe there are other tools that work similarly?</p>",java eclipse documentation javadoc ascii-art,2,https://stackoverflow.com/questions/21169844,,Implementation Strategies,Tools | Comment Template | Modification
M,Seba,,14902199,2433,Using source subdirectories within R packages with roxygen2,"<p>I would like to use a directory structure within the <code>R</code> folder for the source code of a package. For example, within my <code>R</code> folder I have an <code>algos</code> folder with functions I want to export and document. However <code>roxygen2</code> by default does not seem to go through the subfolders of the <code>R</code> folder. </p>

<p>I tried to use the <code>@include</code> keyword as follows for a file at `R/algos/algo1.r'</p>

<pre><code>#' @include algos/algo1.r
</code></pre>

<p>but without success. Is there a simple way to use subfolder for the <code>R</code> source code?</p>",r documentation package roxygen,1,https://stackoverflow.com/questions/14902199,1,,
M,Seba,,11040610,2432,Stylecop doesn't understand <inheritdoc />,"<p>I'm trying to use Stylecop 4.7.31
I have a project, where an interface is declared:</p>

<pre><code>public interface IRmlManager
{
 /// &lt;summary&gt;
 /// Adds the notification.
 /// &lt;/summary&gt;
 /// &lt;param name=""notificationData""&gt;The notification data.&lt;/param&gt;
 void AddNotification(RmlNotificationData notificationData);
}
</code></pre>

<p>and another project, where an implementation of the interface:</p>

<pre><code>public class RmlManager : IRmlManager
{
........
 /// ???
 void AddNotification(RmlNotificationData notificationData);
........
}
</code></pre>

<p>if I use <code>&lt;inheritdoc /&gt;</code> instead of ???, Stylecop ignores it and produces errors:</p>

<pre><code>BusinessLogic\RmlManager.cs(39,1): error : SA1604: The documentation header must have a summary tag.
BusinessLogic\RmlManager.cs(39,1): error : SA1611: The documentation header must contain param tags matching the element's parameter list.
</code></pre>

<p>have any ideas what I'm doing wrong?
According to google, Stylecop supports this tag starting approximately from 4.1 version</p>",c# documentation stylecop inheritdoc,1,https://stackoverflow.com/questions/11040610,,Error,Tools | Support | Error
M,Seba,,2930457,2422,WYSIWYG in Doxygen,"<p>I'm working on a fairly large project written in C. The idea was to build a library of modular blocks that can be reused across several platforms. Each module is associated with a word document in .docx format (huge pain to diff-merge). In these docs, an interface section is specified, listing datatypes and publicly accessible functions. These were often inconsistent with the actual implementation in code, and wading through all this documentation was a pain.</p>

<p>I've been working to switch to doxygen to simplify document management. I haven't found a good way to embed the previously written documentation into the doxygen output. I've copy-pasted them into sections and used modules to group the sources together, but the document sections look ugly in the comments (the output is pretty) and since doxygen takes a while to parse through our code (about 30 mins), validating formatting is a pain.</p>

<p>Is there some way to WYSIWYG large blocks of documentation into doxygen? I feel this would improve the number of people documenting their code, and the quality of that documentation. I considered linking to html, but that splits out the documentation. I also considered putting them inline in html, but this also seems like a pain and would mean everyone needs a WYSIWYG HTML editor (or some html skillz).</p>

<p>Any ideas on how to make things easier and prettier?</p>

<p>Thanks loads.</p>",c documentation doxygen documentation-generation,3,https://stackoverflow.com/questions/2930457,1,,
P,Seba,,6619084,1373,CakePHP database naming convention?,"<p>I have two tables:
 doctypes_visas
 users_visas</p>

<p>Now I need I third one that joins the two above.</p>

<p>According to CakePHP naming conventions, what will be the suitable name for this table doctypes_visas_users_visas?</p>

<p>Thanks.</p>",database cakephp naming conventions,2,https://stackoverflow.com/questions/6619084,1,,
P,Seba,,47967013,1235,fix name violation for camelcase variables (visual studio warning),"<p>As I read about naming convection in asp.net <a href=""https://dotnetdaily.net/web-development/tutorials/c-coding-guidelines-series-naming-conventions"" rel=""nofollow noreferrer"">Here</a> </p>

<blockquote>
 <p>Use Camel Case for variables and method parameters</p>
</blockquote>

<p>So i should use camel case naming for <strong>variables</strong> and <strong>method parameters</strong> but I don't know why visual studio warn me about these names:</p>

<pre><code>public class Ad
 {
 public DateTime? startTimeLimitation { get; set; }
 public DateTime? endTimeLimitaion { get; set; }
 public Payment payment { get; set; }
 }
</code></pre>

<p>As <em>fix name violation</em> </p>

<p>So should I Ignore this warnings or I missed something about naming convection?</p>",c# asp.net visual-studio naming-conventions naming,1,https://stackoverflow.com/questions/47967013,1,,
P,Seba,,45313834,1154,What's the name for a mix of snake case and camel case?,"<p>I'm maintaining some legacy Java code, and I keep coming across a weird mix of camel case and snake case in the same blocks of code. Some names are entirely camel case, others are entirely snake case, and others are a weird mix (e.g. <code>displayText_label_maxDiff</code> or <code>hasProperty_</code>). I realize that these names aren't an accepted Java coding style, nor should they be. I'm just looking for a meaningful term to use in conversation.</p>

<p>Is there already an accepted name? If not, what would you propose? I was thinking of ""cobble case,"" ""roadkill case,"" or ""strange case"".</p>",java naming-conventions naming conventions,4,https://stackoverflow.com/questions/45313834,1,,
P,Seba,,37309126,630,How unique should a class name be in Java?,"<p>Should I avoid naming my classes the same as classes in other external packages/libraries at the expense of sacrificing name conciseness and adding a little bit of complexity? </p>

<p>For instance, in my application I have a package named UIComponents that holds reusable components that certain parts of the GUI can use for common tasks. For example Form, Grid, Window. Since I am writing a simulator, should I use instead something like SimForm, SimGrid and SimWindow to avoid naming them the same as the components in some libraries I use?</p>",java class naming convention,8,https://stackoverflow.com/questions/37309126,1,,
P,Seba,,2128708,535,Is there a typical name for a function like 'map' that operates on a list of argument lists instead of multiple lists of arguments?,"<p>(I finally posted and accepted an answer to the effect of ""no, there isn't, and the question isn't actually that general"".)</p>

<p>Consider the Common Lisp function 'mapcar'. It takes a function and some lists as arguments, and calls the function with arguments pulled from the same position in each list.</p>

<p>Do standard libraries typically have a similar function that takes a single list, where each element of the list is a list of arguments for the function? What is a function like that typically called whether ""standard"" or not? (This isn't meant to be a Lisp question, but it's the only functional language+library I halfway know.)</p>

<p>I guess I'm asking if an operation like (in pseudo-Lisp):</p>

<pre><code>(mapcar (curry #'apply function-to-map) list-of-arg-lists)
</code></pre>

<p>already has a name that is common across multiple languages or libraries (in the same way that 'map' and 'reduce' are names for common operations, not just specific library functions).</p>

<p>Thanks.</p>",list functional-programming map lisp naming,3,https://stackoverflow.com/questions/2128708,1,,
P,Seba,,6863972,434,"When should I use ""and"" in Objective-C method names?","<p>The Apple style guides for naming methods say both ""Don’t use “and” to link keywords that are attributes of the receiver."" and ""If the method describes two separate actions, use “and” to link them."" In many cases, neither of these conditions apply. For example, let's say I have a function to do some work and call a selector on a target when it is done. Should this be named</p>

<pre><code>- (void)findObjectsInBackgroundWithTarget:(id)target andSelector:(SEL)selector;
</code></pre>

<p>or should this be named</p>

<pre><code>- (void)findObjectsInBackgroundWithTarget:(id)target selector:(SEL)selector;
</code></pre>

<p>In that example, the selector and target are related, but not through being attributes of the receiver. A similar example is to retrieve an object with particular attributes, but the object is not the receiver of the method. Should this function be</p>

<pre><code>+ (Thing *)getThingWithName:(NSString *)name andId:(NSString *)thingId;
</code></pre>

<p>or should this be named</p>

<pre><code>+ (Thing *)getThingWithName:(NSString *)name id:(NSString *)thingId;
</code></pre>

<p>I know this might seem like a minor thing, but it's nice to use the style everyone expects.</p>",objective-c coding-style methods naming-conventions naming,1,https://stackoverflow.com/questions/6863972,1,,
P,Seba,,3610071,225,doesPythonLikeCamels,"<p>Are Java style camelCase names good practice in Python. I know Capilized names should be reserved by convention for Class names. Methods should be small letters according to good style, or actually I am not so sure. Is there PEP about naming?</p>

<p>COMMENTS:</p>

<p>Sorry for camels :) , I learned from answer PEP8, that my title is actually properly called mixedCase (Capitalized version is the CamelCase) After reading the PEP, I know that normal small case function naming with underscores should be used for methods also. </p>",python naming case convention pep,6,https://stackoverflow.com/questions/3610071,1,,
P,Seba,,742678,198,What kind of user-level abstraction should I use for hierarchical tags?,"<p>By user-level abstraction I mean what should I call them and what kind of icon should I use to represent it in the UI? The concept of tags should be familiar to most users right now, but I'm not so sure hierarchical tags are, nor does the abstraction of tags completely fit.</p>

<p>What I have is actually something between folders and tags, in that each subtag is a proper subset of its parents. To get the contents of a folder-tag-thing you take its contents plus the contents of its sub-folder-tag-things and do that recursively. In a way they're like (and here's where I just partially answered my own question in the process of asking it) categories. What do you guys think of calling them categories? What kind of icon would you give it, since a category is an abstract concept rather than a physical object that can take a shape?</p>

<p>(Can wiki if requested)</p>

<p>Edit: For clarification, what I'm looking for is an abstraction for an end-user like Aunt Sally that easily grasp the concept. Ideally there is also a graphical representation (an icon) that can be easily associated with that concept.</p>

<p>Edit2: One thing I did forget to mention is that an item can exist in more than on category (much like how Google Doc allows you to add an document to multiple folders). I guess I've kind sold myself on calling them categories. It just fits everything you can do with them. Something can belong to a more than one category, subcategories make sense, most subcategories people normally create lend themselves to an is-a relationship (for example, a Windows user might have say a folder called resumes in their My Documents folder, because a resume is a document, it would make sense that it's in My Documents as well if you think of the folders as categories)</p>

<p>What I still haven't figured out is the icon (I'm 99% sure I'm going to be using some kind of TreeView to display them in) I could just use a folder icon I suppose, maybe a custom folder-like icon unless anyone else has a better idea. Google calls them folders, so I guess it can't be too bad right?</p>

<p>To clarify further, my target audience will be people technical enough to know how to download and install the app, but that's about it.</p>",icons naming categories,5,https://stackoverflow.com/questions/742678,1,,
P,Seba,,735088,164,"Namespace for Reverse Phone, Reverse Zip, and Reverse IP Lookup services","<p>I'm looking for ideas/suggestions on a namespace.</p>

<p>I have 3 objects that do the following:</p>

<ol>
<li>Object 1: Reverse Phone Lookups</li>
<li>Object 2: Reverse Zip Code Lookups</li>
<li>Object 3: Reverse IP Address Lookups</li>
</ol>

<p>Currently, they are in the following namespaces:</p>

<ol>
<li>(CompanyName).Utilities.PhoneTools</li>
<li>(CompanyName).Utilities.AddressTools</li>
<li>(CompanyName).Utilities.IPTools</li>
</ol>

<p>All the objects do similar stuff, namely reverse lookups (ie: If you give a phone number, it will return the address associated with that phone). It doesn't feel right that they all have their own namespaces, and I don't like using a ""Utilities"" name space.</p>

<p>Anybody out there who has any suggestions on what an appropriate namespace should be?</p>",architecture naming-conventions namespaces naming,2,https://stackoverflow.com/questions/735088,1,,
P,Seba,,2919406,161,What do we call this?,"<p>I'm wondering what do we call this kind of assignment.</p>

<pre><code>&lt;?php
class SimpleClass
{
 public $var1;
 public $var2;
 public $var3;

 public function SimpleClass()
 {
 $this-&gt;var1 = 'one';
 $this-&gt;var2 = 'two';
 $this-&gt;var3 = 'three';
 }
}

function test()
{
 $objSc = new SimpleClass();
 $objSc-&gt;var4 = 'WTF?!'; # &lt;-- what do we call this?
 var_dump($objSc);
}

test();
?&gt;
</code></pre>

<p>Better with references or links. Thanks in advance!</p>

<p>EDIT: I'm looking for a technical term for it... well, if we have.</p>",php naming,3,https://stackoverflow.com/questions/2919406,1,,
P,Seba,,27695266,118,Create a textfile where filename is based on the value in one or two arrays,"<p>In a C-program I am trying to create a textfile where the file name should be based on the input to one or two char arrays in a structure.</p>

<p>At the moment I query the filename like this:</p>

<pre><code>printf(""Type a filename:"");
scanf(""%s"", &amp;filename);
strcat(&amp;filename, "".txt"");
pFile=fopen(filename,""a"");
</code></pre>

<p>…but let's say my input to my char array is <em>John</em> , how could this input be used to create the filename <em>John.txt</em> ?</p>

<p>..or even better: combine a name from two char arrays:</p>

<pre><code>fgets(pIndex-&gt;name, 20, stdin); //lets say input here is John
fgets(pIndex-&gt;country, 20, stdin); //...and input here is England
</code></pre>

<p>to generate a filename like <em>JohnEngland.txt</em></p>

<p>Thanks a lot !</p>

<p>-Espen</p>",c text-files fopen naming,3,https://stackoverflow.com/questions/27695266,1,,
P,Seba,,14593722,80,Homonymous function parameters and private variables,"<p>When having to format or transform some function parameters in JavaScript, I usually create homonymous private variables (private variables with the same names as the function parameters):</p>

<pre><code>function myFunction(param) {
 var param = Math.floor(param);
 // More code referencing param many times here...
}
</code></pre>

<p><strong>Question:</strong> is that considered bad practice? Is there any drawback I should be concerned about? </p>",javascript naming naming-conventions,1,https://stackoverflow.com/questions/14593722,1,,
P,Seba,,54259741,76,Naming previously undefined variable names from a dictionary value?,"<p>I'm opening a lot of files at the beginning of my program and I'd like to avoid using 50+ separate lines of 'with open(....) as ....'. I'm looking for a way to map the file names to the variable names that the data will be stored in so that I can use a 'for' loop to open all files and save a lot of lines of code.</p>

<p>It seemed intuitive to me that a dictionary would suit this purpose well, but if I use the variable names as values, I get a 'name 'variableName' is not defined' error. I also tried storing the variable names as strings and while this doesn't produce an error message, it also doesn't seem to actually store the data (ie when I try to call the variable afterwards, it says the variable is not defined).</p>

<pre><code>fileMapDict = {'file1': var1, 'file2': var2, 'file3': var3}

for file in fileMapDict:
 with open(file, 'r') as data:
 fileMapDict[file] = json.load(data)
</code></pre>

<p>As I say, this code produces a variable not defined error when I run the code, can anyone suggest a way to make this work?</p>",python file dictionary variables naming,1,https://stackoverflow.com/questions/54259741,1,,
P,Seba,,34831968,68,"""var_name"" VS ""var-name"" VS ""varName"" - Which is supported by the widest variety of languages","<p>I have seen multi-word variables displayed in 3 ways:</p>

<ul>
<li>With an underscore - <code>var_name</code></li>
<li>With a hyphen - <code>var-name</code></li>
<li>With capitalization - <code>varName</code></li>
</ul>

<p>Different languages support different ways. For example, you can use <code>-</code> (hyphens) in CSS classnames / IDs, but not in Javascript variable names</p>

<p>My ultimate question is:</p>

<p>Which is most widely supported across different programming languages, and are there any advantages or limitations of each?</p>",variables naming-conventions naming,1,https://stackoverflow.com/questions/34831968,1,,
P,Seba,,25178387,67,How to name methods in documentation?,"<p>When documenting code, I often have to write about methods. But how to name them properly in documentation?</p>

<p>Here is an example:</p>

<blockquote>
 <p>To perform this task, use <code>someMethod()</code> from <code>MyClass</code> class.</p>
</blockquote>

<p>There are also alternative conventions I know:</p>

<ul>
<li><blockquote>
 <p>(...), use <code>MyClass.myMethod()</code>.</p>
</blockquote></li>
<li><blockquote>
 <p>(...), use <code>MyClass#myMethod()</code>.</p>
</blockquote></li>
<li><blockquote>
 <p>(...), use <code>myObject.myMethod()</code>.</p>
</blockquote></li>
</ul>

<p>Which convention is most commonly used? Are there any official guidelines?</p>",java methods documentation naming-conventions naming,4,https://stackoverflow.com/questions/25178387,,Best practice,Language |  Syntax & Format | Write function documentation
P,Seba,,47402578,47,"What is the conventional purpose of the ""lib"" directory in Ruby projects?","<p>Take this ruby gem: <a href=""https://github.com/ai/autoprefixer-rails"" rel=""nofollow noreferrer"">https://github.com/ai/autoprefixer-rails</a></p>

<p>The gem's structure includes a ""lib"", ""spec"" and ""vendor"" directory, and some gemfiles in the root directory.</p>

<p>What exactly is the purpose of directories called ""lib"" in ruby gems?</p>

<p>It looks like ""lib"" contains all of the ruby code provided by the gem. So does ""lib"" mean ""the source code files that constitute the library?"" (It's hard to say if ""lib"" means ""the library,"" since arguably the gemfiles are ""part of the library,"" too.) Or does it mean something else? And is the meaning of the directory names in ruby gems defined anywhere? Or is directory naming completely arbitrary?</p>

<p>I am trying to determine if the name ""lib"" has any special significance as I set out to write my own gem. I'd like to know, because if it doesn't, I might like to pick a different name.</p>",ruby rubygems naming,1,https://stackoverflow.com/questions/47402578,1,,
P,Seba,,15445225,46,What problems could arise from having a model called 'Set'?,"<p>I'm coming up with names for some of my models, and am hesitating on the word 'set'.</p>

<p>The rails app is mostly concerned with managing trading cards, which are traditionally grouped by release into sets.</p>

<p>However, I know that the word set is used as a method name for some objects (iirc, to atomically assign a value to a field of a model).</p>

<p>Would it be OK to use 'Set' for a model's name, or should I find an alternative? Are there any collisions I should be aware of?</p>",ruby-on-rails model naming naming-conventions,2,https://stackoverflow.com/questions/15445225,1,,
P,Seba,,9285205,1258,iOS / Readability,<p>I'm working on an RSS reader app and I'd like to provide a consistent article experience for my users (i.e. the new Safari Reader). Is there an API that would apply here? I'm aware of Readability but I'm not sure if that is what I need. </p>,ios rss readability,1,https://stackoverflow.com/questions/9285205,1,,
P,Seba,,43445184,696,How to self-document a callback function that is called by template library class?,"<p>I have a function <code>User::func()</code>(callback) that would be called by a template class (<code>Library&lt;T&gt;</code>). </p>

<p>In the first iteration of development, everyone know that <code>func()</code> serves only for that single purpose.<br>
A few months later, most members forget what <code>func()</code> is for.<br>
After some heavy refactoring, the <code>func()</code> is sometimes deleted by some coders. </p>

<p>At first, I didn't think this is a problem at all.<br>
However, after I re-encountered this <em>pattern</em> several times, I think I need some counter-measure.</p>

<h1>Question</h1>

<p>How to document it elegantly? (cute &amp;&amp; concise &amp;&amp; no additional CPU cost) </p>

<h1>Example</h1>

<p>Here is a simplified code:-<br>
 (The real world problem is scattering around 10+ library-files &amp; 20+ user files &amp; 40+ functions.)</p>

<p><strong>Library.h</strong> </p>

<pre><code>template&lt;class T&gt; class Library{
 public: T* node=nullptr;
 public: void utility(){
 node-&gt;func(); //#1
 }
};
</code></pre>

<p><strong>User.h</strong></p>

<pre><code>class User{
 public: void func(){/** some code*/} //#1
 //... a lot of other functions ...
 // some of them are also callback of other libraries
};
</code></pre>

<p><strong>main.cpp</strong></p>

<pre><code>int main(){
 Library&lt;User&gt; li; .... ; li.utility();
}
</code></pre>

<h1>My poor solutions</h1>

<h2>1. Comment / doc</h2>

<p>As the first workaround, I tend to add a comment like this:-</p>

<pre><code>class User{ 
 /** This function is for ""Library"" callback */
 public: void func(){/** some code*/}
};
</code></pre>

<p>But it gets dirty pretty fast - I have to add it to every ""func"" in every class.</p>

<h2>2. Rename the ""func()""</h2>

<p>In real case, I tend to prefix function name like this:-</p>

<pre><code>class User{ 
 public: void LIBRARY_func(){/** some code*/}
};
</code></pre>

<p>It is very noticeable, but the function name is now very longer.<br>
(especially when <code>Library</code>-class has longer class name)</p>

<h2>3. Virtual class with ""func()=0""</h2>

<p>I am considering to create an abstract class as interface for the callback.</p>

<pre><code>class LibraryCallback{ 
 public: virtual void func()=0;
};
class User : public LibraryCallback{ 
 public: virtual void func(){/** some code*/}
};
</code></pre>

<p>It provides feeling that <code>func()</code> is for <strong><em>something-quite-external</em></strong>. <code>:)</code><br>
However, I have to sacrifice virtual-calling cost (v-table).<br>
In performance-critical cases, I can't afford it.</p>

<h2>4. Static function</h2>

<p><em>(idea from Daniel Jour in comment, thank!)</em> </p>

<p>Almost 1 month later, here is how I use :- </p>

<p><strong>Library.h</strong> </p>

<pre><code>template&lt;class T&gt; class Library{
 public: T* node=nullptr;
 public: void utility(){
 T::func(node); //#1
 }
};
</code></pre>

<p><strong>User.h</strong></p>

<pre><code>class User{
 public: static void func(Callback*){/** some code*/} 
};
</code></pre>

<p><strong>main.cpp</strong></p>

<pre><code>int main(){
 Library&lt;User&gt; li;
}
</code></pre>

<p>It is probably cleaner, but still lack self-document. </p>",c++ templates callback readability maintainability,9,https://stackoverflow.com/questions/43445184,,Implementation Strategies,Language |  Syntax & Format | Write function documentation
